FIPS,State,County,Education_Percent
29019,MO,Boone County,51.00433974
29021,MO,Buchanan County,23.34615385
29023,MO,Butler County,15.22811131
29025,MO,Caldwell County,18.38778526
29027,MO,Callaway County,25.36302033
29029,MO,Camden County,24.4611649
29031,MO,Cape Girardeau County,33.87379574
29033,MO,Carroll County,20.23809524
29035,MO,Carter County,13.34080717
29037,MO,Cass County,28.8499129
29039,MO,Cedar County,17.75710284
29041,MO,Chariton County,19.37354988
29043,MO,Christian County,32.57258391
29045,MO,Clark County,12.25668449
29047,MO,Clay County,36.0055623
29049,MO,Clinton County,22.73065225
29051,MO,Cole County,37.46784098
29053,MO,Cooper County,24.03563397
29055,MO,Crawford County,12.7625302
29057,MO,Dade County,15.20446766
29059,MO,Dallas County,14.79574892
29061,MO,Daviess County,18.407173
29063,MO,DeKalb County,14.81706576
29065,MO,Dent County,18.12067453
29067,MO,Douglas County,15.52355094
29069,MO,Dunklin County,12.63760218
29071,MO,Franklin County,22.9584435
29073,MO,Gasconade County,18.55621965
29075,MO,Gentry County,20.47878644
29077,MO,Greene County,32.42787712
29079,MO,Grundy County,15.903942
29081,MO,Harrison County,17.56587202
29083,MO,Henry County,16.12903226
29085,MO,Hickory County,11.99316452
29087,MO,Holt County,20.48309179
29089,MO,Howard County,27.98094653
29091,MO,Howell County,17.51755413
29093,MO,Iron County,18.31293706
29095,MO,Jackson County,33.45699196
29097,MO,Jasper County,25.14681802
29099,MO,Jefferson County,23.61540589
29101,MO,Johnson County,29.1016475
29103,MO,Knox County,16.89243028
29105,MO,Laclede County,15.65652457
29107,MO,Lafayette County,24.41774411
29109,MO,Lawrence County,16.59161217
29111,MO,Lewis County,16.53730398
29113,MO,Lincoln County,18.43485373
29115,MO,Linn County,20.07093933
29117,MO,Livingston County,18.31222794
29119,MO,McDonald County,13.42127169
29121,MO,Macon County,18.47826087
29123,MO,Madison County,15.32671912
29125,MO,Maries County,16.00587372
29127,MO,Marion County,25.7415474
29129,MO,Mercer County,17.94117647
29131,MO,Miller County,20.97648144
29133,MO,Mississippi County,14.06634627
29135,MO,Moniteau County,17.19417476
29137,MO,Monroe County,17.36099854
29139,MO,Montgomery County,16.49368513
29141,MO,Morgan County,14.90094746
29143,MO,New Madrid County,13.25432009
29145,MO,Newton County,23.00332985
29147,MO,Nodaway County,25.59661585
29149,MO,Oregon County,14.43029709
29151,MO,Osage County,24.81227915
29153,MO,Ozark County,12.37593985
29155,MO,Pemiscot County,12.76574408
29157,MO,Perry County,22.05613179
29159,MO,Pettis County,18.62881852
29161,MO,Phelps County,31.54343449
29163,MO,Pike County,16.60693924
29165,MO,Platte County,45.59973271
29167,MO,Polk County,21.01938058
29169,MO,Pulaski County,27.89654352
29171,MO,Putnam County,19.28948914
29173,MO,Ralls County,17.52426539
29175,MO,Randolph County,17.09566334
29177,MO,Ray County,15.0357848
29179,MO,Reynolds County,15.43264942
29181,MO,Ripley County,12.93069044
29183,MO,St. Charles County,42.39777858
29185,MO,St. Clair County,13.66875091
29186,MO,Ste. Genevieve County,18.41467111
29187,MO,St. Francois County,15.98376334
29189,MO,St. Louis County,46.9270282
29195,MO,Saline County,26.03389831
29197,MO,Schuyler County,10.64885496
29199,MO,Scotland County,14.4843962
29201,MO,Scott County,21.67503015
29203,MO,Shannon County,14.56424254
29205,MO,Shelby County,18.00720288
29207,MO,Stoddard County,16.37780331
29209,MO,Stone County,22.98920542
29211,MO,Sullivan County,14.68531469
29213,MO,Taney County,25.37867079
29215,MO,Texas County,15.75415844
29217,MO,Vernon County,18.03315412
29219,MO,Warren County,19.58242195
29221,MO,Washington County,12.39321455
29223,MO,Wayne County,10.96453018
29225,MO,Webster County,18.63583366
29227,MO,Worth County,17.59656652
29229,MO,Wright County,14.26040744
29510,MO,St. Louis city,40.17424385
30000,MT,Montana,34.53899927
30001,MT,Beaverhead County,35.50929368
30003,MT,Big Horn County,20.87677092
30005,MT,Blaine County,25.84373555
30007,MT,Broadwater County,26.34741442
30009,MT,Carbon County,30.27840841
30011,MT,Carter County,20.29411765
30013,MT,Cascade County,28.73687833
30015,MT,Chouteau County,22.62650602
30017,MT,Custer County,29.79539642
30019,MT,Daniels County,27.52858399
30021,MT,Dawson County,25.53225548
30023,MT,Deer Lodge County,22.27644421
30025,MT,Fallon County,16.52173913
30027,MT,Fergus County,23.76517741
30029,MT,Flathead County,36.03414534
30031,MT,Gallatin County,53.14217141
30033,MT,Garfield County,21.32132132
30035,MT,Glacier County,18.05505469
30037,MT,Golden Valley County,18.95522388
30039,MT,Granite County,31.2305296
30041,MT,Hill County,25.58116332
30043,MT,Jefferson County,32.67639373
30045,MT,Judith Basin County,28.26379542
30047,MT,Lake County,30.5156008
30049,MT,Lewis and Clark County,42.81138997
30051,MT,Liberty County,27.34785875
30053,MT,Lincoln County,18.04586868
30055,MT,McCone County,21.36563877
30057,MT,Madison County,34.33385247
30059,MT,Meagher County,28.54343566
30061,MT,Mineral County,26.57946006
30063,MT,Missoula County,45.89398984
30065,MT,Musselshell County,21.93074502
30067,MT,Park County,38.08682855
30069,MT,Petroleum County,27.13414634
30071,MT,Phillips County,20.61345646
30073,MT,Pondera County,19.51395573
30075,MT,Powder River County,25.22321429
30077,MT,Powell County,19.03039074
30079,MT,Prairie County,20.04197272
30081,MT,Ravalli County,29.78255205
30083,MT,Richland County,19.41067653
30085,MT,Roosevelt County,19.85988921
30087,MT,Rosebud County,18.88436955
30089,MT,Sanders County,21.55972559
30091,MT,Sheridan County,24.65028355
30093,MT,Silver Bow County,27.70782923
30095,MT,Stillwater County,29.76659594
30097,MT,Sweet Grass County,23.06818182
30099,MT,Teton County,25.87770286
30101,MT,Toole County,21.51515152
30103,MT,Treasure County,32.78418451
30105,MT,Valley County,21.51875232
30107,MT,Wheatland County,17.78814124
30109,MT,Wibaux County,25.83120205
30111,MT,Yellowstone County,33.92231359
31000,NE,Nebraska,34.11989559
31001,NE,Adams County,28.81679389
31003,NE,Antelope County,19.92096699
31005,NE,Arthur County,32.73809524
31007,NE,Banner County,32.63358779
31009,NE,Blaine County,25.58139535
31011,NE,Boone County,18.88412017
31013,NE,Box Butte County,20.07555316
31015,NE,Boyd County,19.56856703
31017,NE,Brown County,21.19979664
31019,NE,Buffalo County,34.63733461
31021,NE,Burt County,25.72866429
31023,NE,Butler County,25.22785899
31025,NE,Cass County,31.88281376
31027,NE,Cedar County,24.98655673
31029,NE,Chase County,24.09542744
31031,NE,Cherry County,24.20943494
31033,NE,Cheyenne County,22.09250112
31035,NE,Clay County,22.86192069
31037,NE,Colfax County,14.09334353
31039,NE,Cuming County,24.81812169
31041,NE,Custer County,25.62175458
31043,NE,Dakota County,15.12317518
31045,NE,Dawes County,35.165914
31047,NE,Dawson County,17.53816174
31049,NE,Deuel County,22.49637155
31051,NE,Dixon County,23.74698472
31053,NE,Dodge County,21.54630763
31055,NE,Douglas County,42.23655936
31057,NE,Dundy County,23.28125
31059,NE,Fillmore County,21.9364232
31061,NE,Franklin County,20.00939408
31063,NE,Frontier County,26.09699769
31065,NE,Furnas County,22.25619077
31067,NE,Gage County,22.12785569
31069,NE,Garden County,20.70626003
31071,NE,Garfield County,32.6787117
31073,NE,Gosper County,28.80658436
31075,NE,Grant County,29.41176471
31077,NE,Greeley County,18.44850065
31079,NE,Hall County,21.11330616
31081,NE,Hamilton County,29.57790192
31083,NE,Harlan County,24.17530631
31085,NE,Hayes County,15.9375
31087,NE,Hitchcock County,19.77186312
31089,NE,Holt County,27.01408042
31091,NE,Hooker County,20.74592075
31093,NE,Howard County,22.96994168
31095,NE,Jefferson County,19.69817315
31097,NE,Johnson County,18.97790791
31099,NE,Kearney County,32.90561114
31101,NE,Keith County,21.34628045
31103,NE,Keya Paha County,25.71428571
31105,NE,Kimball County,14.28571429
31107,NE,Knox County,19.67927488
31109,NE,Lancaster County,41.07453279
31111,NE,Lincoln County,20.41537039
31113,NE,Logan County,26.72727273
31115,NE,Loup County,25.95238095
31117,NE,McPherson County,24.39759036
31119,NE,Madison County,23.49472778
31121,NE,Merrick County,17.56007394
31123,NE,Morrill County,21.81644967
31125,NE,Nance County,18.40068788
31127,NE,Nemaha County,29.16215631
31129,NE,Nuckolls County,26.64941785
31131,NE,Otoe County,27.18129927
31133,NE,Pawnee County,20.3756403
31135,NE,Perkins County,25.72151899
31137,NE,Phelps County,26.74418605
31139,NE,Pierce County,22.92298363
31141,NE,Platte County,24.08664582
31143,NE,Polk County,18.57968621
31145,NE,Red Willow County,26.03271417
31147,NE,Richardson County,22.37762238
31149,NE,Rock County,29.04255319
31151,NE,Saline County,20.12667904
31153,NE,Sarpy County,41.86825337
31155,NE,Saunders County,30.30361508
31157,NE,Scotts Bluff County,25.90235289
31159,NE,Seward County,31.62123127
31161,NE,Sheridan County,21.73793103
31163,NE,Sherman County,18.84939196
31165,NE,Sioux County,25.05938242
31167,NE,Stanton County,22.34706617
31169,NE,Thayer County,23.02178899
31171,NE,Thomas County,26.93069307
31173,NE,Thurston County,20.24905252
31175,NE,Valley County,27.6383637
31177,NE,Washington County,36.51423401
31179,NE,Wayne County,29.36435245
31181,NE,Webster County,21.87629722
31183,NE,Wheeler County,29.58860759
31185,NE,York County,23.86268781
32000,NV,Nevada,27.38482779
32001,NV,Churchill County,18.608323
32003,NV,Clark County,27.30858179
32005,NV,Douglas County,32.05157608
32007,NV,Elko County,17.53764393
32009,NV,Esmeralda County,24.07407407
32011,NV,Eureka County,18.13285458
32013,NV,Humboldt County,19.7978022
32015,NV,Lander County,16.56804734
32017,NV,Lincoln County,18.98654989
32019,NV,Lyon County,17.20576552
32021,NV,Mineral County,11.47040879
32023,NV,Nye County,12.67374517
32027,NV,Pershing County,9.348441926
32029,NV,Storey County,31.63082437
32031,NV,Washoe County,33.18290048
32033,NV,White Pine County,14.15278403
32510,NV,Carson City,24.50615381
33000,NH,New Hampshire,39.81661121
33001,NH,Belknap County,32.5746712
33003,NH,Carroll County,38.79496756
33005,NH,Cheshire County,35.31541316
33007,NH,Coos County,20.16981671
33009,NH,Grafton County,44.8374674
33011,NH,Hillsborough County,40.62034821
33013,NH,Merrimack County,38.07981296
33015,NH,Rockingham County,44.7805646
33017,NH,Strafford County,38.49487476
33019,NH,Sullivan County,30.51616045
34000,NJ,New Jersey,42.91053719
34001,NJ,Atlantic County,31.16130705
34003,NJ,Bergen County,52.61504256
34005,NJ,Burlington County,41.99622955
34007,NJ,Camden County,35.27554408
34009,NJ,Cape May County,37.44732421
34011,NJ,Cumberland County,17.94214716
34013,NJ,Essex County,37.88794211
34015,NJ,Gloucester County,35.78302044
34017,NJ,Hudson County,47.90299672
34019,NJ,Hunterdon County,56.49970311
34021,NJ,Mercer County,44.90018457
34023,NJ,Middlesex County,45.12754754
34025,NJ,Monmouth County,50.60127215
34027,NJ,Morris County,57.24733474
34029,NJ,Ocean County,33.6962075
34031,NJ,Passaic County,30.31106734
34033,NJ,Salem County,23.97769107
34035,NJ,Somerset County,57.35099175
34037,NJ,Sussex County,39.97198667
34039,NJ,Union County,38.56379846
34041,NJ,Warren County,36.43010699
35000,NM,New Mexico,30.20181268
35001,NM,Bernalillo County,37.44285699
35003,NM,Catron County,20.67371202
35005,NM,Chaves County,18.20000476
35006,NM,Cibola County,18.83432272
35007,NM,Colfax County,23.99653792
35009,NM,Curry County,21.29158381
35011,NM,De Baca County,8.31809872
35013,NM,Dona Ana County,31.39871768
35015,NM,Eddy County,19.82151362
35017,NM,Grant County,28.75006058
35019,NM,Guadalupe County,15.51990127
35021,NM,Harding County,30.31496063
35023,NM,Hidalgo County,17.7693107
35025,NM,Lea County,15.27733321
35027,NM,Lincoln County,28.77538071
35028,NM,Los Alamos County,68.24698368
35029,NM,Luna County,14.72655057
35031,NM,McKinley County,12.46177031
35033,NM,Mora County,25.39731051
35035,NM,Otero County,21.59534361
35037,NM,Quay County,20.41327489
35039,NM,Rio Arriba County,18.82830168
35041,NM,Roosevelt County,21.34630837
35043,NM,Sandoval County,33.39504549
35045,NM,San Juan County,16.64608206
35047,NM,San Miguel County,26.23757405
35049,NM,Santa Fe County,44.1654457
35051,NM,Sierra County,16.33518096
35053,NM,Socorro County,20.99943321
35055,NM,Taos County,37.06023554
35057,NM,Torrance County,14.87466716
35059,NM,Union County,18.07528409
35061,NM,Valencia County,20.80956415
36000,NY,New York,39.55021735
36001,NY,Albany County,45.15350218
36003,NY,Allegany County,24.56193353
36005,NY,Bronx County,21.95612932
36007,NY,Broome County,30.58679707
36009,NY,Cattaraugus County,20.67388552
36011,NY,Cayuga County,23.87864237
36013,NY,Chautauqua County,25.0974279
36015,NY,Chemung County,26.8853076
36017,NY,Chenango County,19.17836621
36019,NY,Clinton County,26.82087242
36021,NY,Columbia County,38.09222328
36023,NY,Cortland County,28.33230643
36025,NY,Delaware County,26.69541356
36027,NY,Dutchess County,39.72561264
36029,NY,Erie County,36.92683166
36031,NY,Essex County,31.30230306
36033,NY,Franklin County,23.77098142
36035,NY,Fulton County,21.15566038
36037,NY,Genesee County,23.61390405
36039,NY,Greene County,28.93191032
36041,NY,Hamilton County,26.8923821
36043,NY,Herkimer County,22.61627365
36045,NY,Jefferson County,25.6745532
36047,NY,Kings County,41.32591826
36049,NY,Lewis County,19.40791254
36051,NY,Livingston County,30.59771272
36053,NY,Madison County,28.01710107
36055,NY,Monroe County,41.17653766
36057,NY,Montgomery County,20.51536754
36059,NY,Nassau County,48.71380189
36061,NY,New York County,64.00278318
36063,NY,Niagara County,27.16351516
36065,NY,Oneida County,27.7502216
36067,NY,Onondaga County,38.13416842
36069,NY,Ontario County,37.17133848
36071,NY,Orange County,32.2423366
36073,NY,Orleans County,17.50077179
36075,NY,Oswego County,21.92422148
36077,NY,Otsego County,33.8522293
36079,NY,Putnam County,43.54383055
36081,NY,Queens County,35.26114602
36083,NY,Rensselaer County,37.2722063
36085,NY,Richmond County,35.77553762
36087,NY,Rockland County,42.11961993
36089,NY,St. Lawrence County,24.6400427
36091,NY,Saratoga County,43.76616898
36093,NY,Schenectady County,35.05889844
36095,NY,Schoharie County,25.01275451
36097,NY,Schuyler County,25.36445351
36099,NY,Seneca County,24.13620012
36101,NY,Steuben County,26.02120974
36103,NY,Suffolk County,39.86180066
36105,NY,Sullivan County,29.68562257
36107,NY,Tioga County,25.59988436
36109,NY,Tompkins County,59.24992685
36111,NY,Ulster County,37.05043737
36113,NY,Warren County,34.61538462
36115,NY,Washington County,21.22966761
36117,NY,Wayne County,25.532338
36119,NY,Westchester County,52.51003296
36121,NY,Wyoming County,18.23148523
36123,NY,Yates County,25.02694934
37000,NC,North Carolina,34.7207239
37001,NC,Alamance County,27.70895592
37003,NC,Alexander County,15.40647019
37005,NC,Alleghany County,22.82432119
37007,NC,Anson County,10.88291747
37009,NC,Ashe County,22.40861049
37011,NC,Avery County,21.87338023
37013,NC,Beaufort County,20.5857256
37015,NC,Bertie County,17.84745252
37017,NC,Bladen County,20.56983028
37019,NC,Brunswick County,33.22168814
37021,NC,Buncombe County,44.62484479
37023,NC,Burke County,20.17086345
37025,NC,Cabarrus County,37.66173752
37027,NC,Caldwell County,18.5851011
37029,NC,Camden County,25.76125034
37031,NC,Carteret County,32.33756109
37033,NC,Caswell County,16.04789699
37035,NC,Catawba County,24.93345243
37037,NC,Chatham County,48.0009012
37039,NC,Cherokee County,24.20650599
37041,NC,Chowan County,24.5212918
37043,NC,Clay County,31.41467828
37045,NC,Cleveland County,21.07127367
37047,NC,Columbus County,15.06550218
37049,NC,Craven County,26.02783555
37051,NC,Cumberland County,27.18954186
37053,NC,Currituck County,29.28742543
37055,NC,Dare County,42.80952882
37057,NC,Davidson County,20.72227284
37059,NC,Davie County,26.76980477
37061,NC,Duplin County,17.49871799
37063,NC,Durham County,53.54261071
37065,NC,Edgecombe County,16.72666116
37067,NC,Forsyth County,36.87252077
37069,NC,Franklin County,24.39392735
37071,NC,Gaston County,25.96811075
37073,NC,Gates County,10.78898597
37075,NC,Graham County,16.75030282
37077,NC,Granville County,24.03470716
37079,NC,Greene County,12.22092464
37081,NC,Guilford County,38.10167831
37083,NC,Halifax County,15.45731265
37085,NC,Harnett County,23.92306752
37087,NC,Haywood County,29.40180706
37089,NC,Henderson County,35.06130277
37091,NC,Hertford County,16.74614306
37093,NC,Hoke County,21.31604953
37095,NC,Hyde County,13.71801851
37097,NC,Iredell County,33.33133613
37099,NC,Jackson County,30.00713776
37101,NC,Johnston County,27.63038901
37103,NC,Jones County,17.85092807
37105,NC,Lee County,21.61384601
37107,NC,Lenoir County,15.81168576
37109,NC,Lincoln County,27.02694409
37111,NC,McDowell County,17.55690162
37113,NC,Macon County,24.56227405
37115,NC,Madison County,31.47030803
37117,NC,Martin County,15.14922554
37119,NC,Mecklenburg County,48.60848328
37121,NC,Mitchell County,23.09619687
37123,NC,Montgomery County,19.30653212
37125,NC,Moore County,40.91314452
37127,NC,Nash County,21.72325721
37129,NC,New Hanover County,44.76682844
37131,NC,Northampton County,19.04395942
37133,NC,Onslow County,26.05734704
37135,NC,Orange County,61.82293732
37137,NC,Pamlico County,25.37678208
37139,NC,Pasquotank County,26.85548968
37141,NC,Pender County,29.82589796
37143,NC,Perquimans County,20.40565458
37145,NC,Person County,19.83214286
37147,NC,Pitt County,33.86605784
37149,NC,Polk County,32.90504947
37151,NC,Randolph County,17.63013807
37153,NC,Richmond County,16.18618412
37155,NC,Robeson County,14.55930041
37157,NC,Rockingham County,16.12820435
37159,NC,Rowan County,21.52160753
37161,NC,Rutherford County,20.6841602
37163,NC,Sampson County,15.82048957
37165,NC,Scotland County,14.81179799
37167,NC,Stanly County,19.69853073
37169,NC,Stokes County,18.48954416
37171,NC,Surry County,19.4012779
37173,NC,Swain County,21.27310062
37175,NC,Transylvania County,38.64019113
37177,NC,Tyrrell County,14.72536034
37179,NC,Union County,39.02742591
37181,NC,Vance County,18.47496074
37183,NC,Wake County,56.27691
37185,NC,Warren County,19.04761905
37187,NC,Washington County,12.17610063
37189,NC,Watauga County,47.66468985
37191,NC,Wayne County,21.33420053
37193,NC,Wilkes County,16.66771508
37195,NC,Wilson County,20.26385322
37197,NC,Yadkin County,15.75186141
37199,NC,Yancey County,22.99644128
38000,ND,North Dakota,32.28485178
38001,ND,Adams County,20.75592569
38003,ND,Barnes County,29.99734184
38005,ND,Benson County,22.10589291
38007,ND,Billings County,32.43626062
38009,ND,Bottineau County,27.43738819
38011,ND,Bowman County,27.27725236
38013,ND,Burke County,23.53333333
38015,ND,Burleigh County,38.7218439
38017,ND,Cass County,43.28492051
38019,ND,Cavalier County,22.21788364
38021,ND,Dickey County,27.06065319
38023,ND,Divide County,20.35737077
38025,ND,Dunn County,20.55084746
38027,ND,Eddy County,28.19358469
38029,ND,Emmons County,20.69663832
38031,ND,Foster County,27.21798475
38033,ND,Golden Valley County,18.04757998
38035,ND,Grand Forks County,37.16070809
38037,ND,Grant County,21.23167155
38039,ND,Griggs County,27.35346359
38041,ND,Hettinger County,18.73278237
38043,ND,Kidder County,21.25075896
38045,ND,LaMoure County,24.2058011
38047,ND,Logan County,26.22222222
38049,ND,McHenry County,20.88709677
38051,ND,McIntosh County,17.00201207
38053,ND,McKenzie County,22.7960121
38055,ND,McLean County,23.86744966
38057,ND,Mercer County,22.56704335
38059,ND,Morton County,29.25665713
38061,ND,Mountrail County,22.3662619
38063,ND,Nelson County,28.15405046
38065,ND,Oliver County,20.4636291
38067,ND,Pembina County,22.92980671
38069,ND,Pierce County,27.91193182
38071,ND,Ramsey County,27.64513697
38073,ND,Ransom County,20.95625636
38075,ND,Renville County,22.03821656
38077,ND,Richland County,24.98137109
38079,ND,Rolette County,16.5684624
38081,ND,Sargent County,19.08698778
38083,ND,Sheridan County,20.25193798
38085,ND,Sioux County,11.17021277
38087,ND,Slope County,22.77867528
38089,ND,Stark County,27.1667369
38091,ND,Steele County,29.57969865
38093,ND,Stutsman County,24.42588727
38095,ND,Towner County,18.91174519
38097,ND,Traill County,31.21429888
38099,ND,Walsh County,19.53865165
38101,ND,Ward County,29.66397335
38103,ND,Wells County,22.25054625
38105,ND,Williams County,23.74366254
39000,OH,Ohio,30.94943412
39001,OH,Adams County,14.25149063
39003,OH,Allen County,19.93422014
39005,OH,Ashland County,22.06422529
39007,OH,Ashtabula County,15.97084548
39009,OH,Athens County,35.42646533
39011,OH,Auglaize County,20.75573293
39013,OH,Belmont County,18.71861114
39015,OH,Brown County,15.77810506
39017,OH,Butler County,32.53044149
39019,OH,Carroll County,14.03062549
39021,OH,Champaign County,19.10741744
39023,OH,Clark County,18.53585551
39025,OH,Clermont County,31.3920096
39027,OH,Clinton County,20.05520756
39029,OH,Columbiana County,16.03532768
39031,OH,Coshocton County,16.74789017
39033,OH,Crawford County,15.50392871
39035,OH,Cuyahoga County,35.91746048
39037,OH,Darke County,16.48317525
39039,OH,Defiance County,20.11697239
39041,OH,Delaware County,58.03664157
39043,OH,Erie County,27.92500783
39045,OH,Fairfield County,31.90876175
39047,OH,Fayette County,13.84172226
39049,OH,Franklin County,41.9705294
39051,OH,Fulton County,18.83766167
39053,OH,Gallia County,17.9012657
39055,OH,Geauga County,38.7242947
39057,OH,Greene County,41.28698509
39059,OH,Guernsey County,15.3494933
39061,OH,Hamilton County,41.35964451
39063,OH,Hancock County,29.73230614
39065,OH,Hardin County,18.87848455
39067,OH,Harrison County,12.98141406
39069,OH,Henry County,18.66889912
39071,OH,Highland County,15.60307609
39073,OH,Hocking County,14.35556228
39075,OH,Holmes County,10.95434429
39077,OH,Huron County,16.94463981
39079,OH,Jackson County,16.61461587
39081,OH,Jefferson County,20.55668939
39083,OH,Knox County,24.34529116
39085,OH,Lake County,30.52761216
39087,OH,Lawrence County,18.57783472
39089,OH,Licking County,29.28083862
39091,OH,Logan County,18.29726457
39093,OH,Lorain County,27.89533179
39095,OH,Lucas County,28.50027026
39097,OH,Madison County,22.35110208
39099,OH,Mahoning County,26.36059967
39101,OH,Marion County,13.69839163
39103,OH,Medina County,36.24683022
39105,OH,Meigs County,11.78142767
39107,OH,Mercer County,22.15624553
39109,OH,Miami County,24.92350925
39111,OH,Monroe County,10.73322933
39113,OH,Montgomery County,30.52112014
39115,OH,Morgan County,14.20310439
39117,OH,Morrow County,18.19568796
39119,OH,Muskingum County,20.32421479
39121,OH,Noble County,13.74576737
39123,OH,Ottawa County,28.53634578
39125,OH,Paulding County,15.73396967
39127,OH,Perry County,15.0384819
39129,OH,Pickaway County,21.25698055
39131,OH,Pike County,14.55699607
39133,OH,Portage County,31.52110186
39135,OH,Preble County,17.89763807
39137,OH,Putnam County,26.29932209
39139,OH,Richland County,17.88139171
39141,OH,Ross County,17.10579281
39143,OH,Sandusky County,19.1053301
39145,OH,Scioto County,17.95103371
39147,OH,Seneca County,20.71235834
39149,OH,Shelby County,20.61194634
39151,OH,Stark County,24.98283255
39153,OH,Summit County,35.28615446
39155,OH,Trumbull County,20.29348827
39157,OH,Tuscarawas County,19.59183673
39159,OH,Union County,39.10229035
39161,OH,Van Wert County,16.99654257
39163,OH,Vinton County,15.11835641
39165,OH,Warren County,45.68689524
39167,OH,Washington County,20.70269382
39169,OH,Wayne County,24.71529902
39171,OH,Williams County,14.23435265
39173,OH,Wood County,37.36454946
39175,OH,Wyandot County,20.67585302
40000,OK,Oklahoma,27.78124615
40001,OK,Adair County,11.80245754
40003,OK,Alfalfa County,20.70474436
40005,OK,Atoka County,15.32616204
40007,OK,Beaver County,22.97377831
40009,OK,Beckham County,13.28883896
40011,OK,Blaine County,17.98501249
40013,OK,Bryan County,24.38776483
40015,OK,Caddo County,15.46930911
40017,OK,Canadian County,31.75465767
40019,OK,Carter County,20.00309789
40021,OK,Cherokee County,29.4169496
40023,OK,Choctaw County,15.24132963
40025,OK,Cimarron County,31.66123779
40027,OK,Cleveland County,35.62315945
40029,OK,Coal County,16.83029453
40031,OK,Comanche County,24.17077301
40033,OK,Cotton County,20.94594595
40035,OK,Craig County,14.87194999
40037,OK,Creek County,18.40109713
40039,OK,Custer County,33.32532003
40041,OK,Delaware County,19.21295525
40043,OK,Dewey County,19.76825843
40045,OK,Ellis County,19.97690531
40047,OK,Garfield County,22.30116098
40049,OK,Garvin County,17.68275065
40051,OK,Grady County,21.93985042
40053,OK,Grant County,22.7367688
40055,OK,Greer County,15.25721455
40057,OK,Harmon County,16.2668227
40059,OK,Harper County,26.64233577
40061,OK,Haskell County,15.22741433
40063,OK,Hughes County,15.10299925
40065,OK,Jackson County,24.19861722
40067,OK,Jefferson County,15.73617953
40069,OK,Johnston County,21.34289058
40071,OK,Kay County,18.52337416
40073,OK,Kingfisher County,22.82069454
40075,OK,Kiowa County,18.42465753
40077,OK,Latimer County,10.40932086
40079,OK,Le Flore County,14.82782853
40081,OK,Lincoln County,15.47237534
40083,OK,Logan County,30.45762316
40085,OK,Love County,15.96908269
40087,OK,McClain County,28.04362645
40089,OK,McCurtain County,15.51647702
40091,OK,McIntosh County,14.44247788
40093,OK,Major County,17.9600461
40095,OK,Marshall County,16.93690355
40097,OK,Mayes County,16.45868714
40099,OK,Murray County,17.79864371
40101,OK,Muskogee County,19.02911744
40103,OK,Noble County,20.27833002
40105,OK,Nowata County,16.44423991
40107,OK,Okfuskee County,13.10082435
40109,OK,Oklahoma County,35.09476706
40111,OK,Okmulgee County,17.29945876
40113,OK,Osage County,21.49832164
40115,OK,Ottawa County,14.96896306
40117,OK,Pawnee County,16.31995582
40119,OK,Payne County,40.10511014
40121,OK,Pittsburg County,19.70788513
40123,OK,Pontotoc County,29.73240833
40125,OK,Pottawatomie County,20.99856174
40127,OK,Pushmataha County,14.33752105
40129,OK,Roger Mills County,23.87483926
40131,OK,Rogers County,25.60235507
40133,OK,Seminole County,15.12095487
40135,OK,Sequoyah County,15.15028131
40137,OK,Stephens County,19.49042896
40139,OK,Texas County,24.41704213
40141,OK,Tillman County,17.27894062
40143,OK,Tulsa County,33.71583946
40145,OK,Wagoner County,26.85983314
40147,OK,Washington County,30.4580557
40149,OK,Washita County,20.38079914
40151,OK,Woods County,32.53079507
40153,OK,Woodward County,21.61945093
41000,OR,Oregon,36.22338225
41001,OR,Baker County,26.97247706
41003,OR,Benton County,54.35689533
41005,OR,Clackamas County,39.68836384
41007,OR,Clatsop County,26.29852378
41009,OR,Columbia County,19.17428579
41011,OR,Coos County,21.69188979
41013,OR,Crook County,22.52563298
41015,OR,Curry County,24.18321088
41017,OR,Deschutes County,43.36590648
41019,OR,Douglas County,18.94667228
41021,OR,Gilliam County,20.9472982
41023,OR,Grant County,19.65235899
41025,OR,Harney County,15.63230797
41027,OR,Hood River County,39.38177679
41029,OR,Jackson County,30.58352104
41031,OR,Jefferson County,20.02298851
41033,OR,Josephine County,19.71391615
41035,OR,Klamath County,21.51221686
41037,OR,Lake County,20.85909535
41039,OR,Lane County,33.43287609
41041,OR,Lincoln County,28.81086
41043,OR,Linn County,20.77451648
41045,OR,Malheur County,15.45779409
41047,OR,Marion County,25.98232759
41049,OR,Morrow County,9.788741635
41051,OR,Multnomah County,48.61830743
41053,OR,Polk County,30.63208243
41055,OR,Sherman County,16.12903226
41057,OR,Tillamook County,25.09639644
41059,OR,Umatilla County,17.99281266
41061,OR,Union County,24.91315984
41063,OR,Wallowa County,36.93262411
41065,OR,Wasco County,21.77860366
41067,OR,Washington County,46.68987391
41069,OR,Wheeler County,20.39757995
41071,OR,Yamhill County,29.24226686
42000,PA,Pennsylvania,34.49434763
42001,PA,Adams County,24.76590685
42003,PA,Allegheny County,44.77672598
42005,PA,Armstrong County,18.85773196
42007,PA,Beaver County,28.29520475
42009,PA,Bedford County,16.34775136
42011,PA,Berks County,27.16939162
42013,PA,Blair County,24.08435836
42015,PA,Bradford County,21.20912959
42017,PA,Bucks County,43.94964001
42019,PA,Butler County,38.63873973
